Time,Humidity,Temperature,HumidifierPower
Sun Mar  3 19:15:43 2019,93.0,26.3,0.0
Sun Mar  3 19:15:43 2019,93.0,26.3,0.0
Sun Mar  3 19:15:44 2019,93.0,26.3,0.0
Sun Mar  3 19:15:45 2019,93.0,26.3,0.0
Sun Mar  3 19:15:45 2019,94.0,26.3,0.0
Sun Mar  3 19:15:46 2019,93.0,26.3,0.0
Sun Mar  3 19:15:46 2019,93.0,26.3,0.0
Sun Mar  3 19:15:47 2019,93.0,26.3,0.0
Sun Mar  3 19:15:47 2019,93.0,26.3,0.0
Sun Mar  3 19:15:48 2019,93.0,26.3,0.0
Sun Mar  3 19:15:49 2019,93.0,26.3,0.0
Sun Mar  3 19:15:49 2019,93.0,26.3,0.0
Sun Mar  3 19:15:50 2019,93.0,26.3,0.0
Sun Mar  3 19:15:51 2019,93.0,26.3,0.0
Sun Mar  3 19:15:54 2019,93.0,26.3,0.0
Sun Mar  3 19:15:54 2019,93.0,26.3,0.0
Sun Mar  3 19:15:55 2019,93.0,26.3,0.0
Sun Mar  3 19:15:56 2019,93.0,26.3,0.0
Sun Mar  3 19:15:57 2019,93.0,26.3,0.0
Sun Mar  3 19:15:57 2019,93.0,26.3,0.0
Sun Mar  3 19:15:58 2019,93.0,26.3,0.0
Sun Mar  3 19:16:01 2019,93.0,26.3,0.0
Sun Mar  3 19:16:01 2019,93.0,26.3,0.0
Sun Mar  3 19:16:02 2019,93.0,26.3,0.0
Sun Mar  3 19:16:03 2019,93.0,26.3,0.0
Sun Mar  3 19:16:03 2019,93.0,26.3,0.0
Sun Mar  3 19:16:06 2019,93.0,26.3,0.0
Sun Mar  3 19:16:07 2019,93.0,26.3,0.0
Sun Mar  3 19:16:08 2019,93.0,26.3,0.0
Sun Mar  3 19:16:08 2019,93.0,26.3,0.0
Sun Mar  3 19:16:09 2019,93.0,26.3,0.0
Sun Mar  3 19:16:12 2019,93.0,26.3,0.0
Sun Mar  3 19:16:15 2019,93.0,26.3,0.0
Sun Mar  3 19:16:16 2019,93.0,26.3,0.0
Sun Mar  3 19:16:16 2019,93.0,26.3,0.0
Sun Mar  3 19:16:19 2019,93.0,26.3,0.0
Sun Mar  3 19:16:20 2019,94.0,26.3,0.0
Sun Mar  3 19:16:21 2019,93.0,26.3,0.0
Sun Mar  3 19:16:21 2019,93.0,26.2,0.0
Sun Mar  3 19:16:22 2019,93.0,26.3,0.0
Sun Mar  3 19:16:22 2019,93.0,26.3,0.0
Sun Mar  3 19:16:23 2019,93.0,26.3,0.0
Sun Mar  3 19:16:23 2019,93.0,26.3,0.0
Sun Mar  3 19:16:24 2019,93.0,26.3,0.0
Sun Mar  3 19:16:25 2019,93.0,26.3,0.0
Sun Mar  3 19:16:25 2019,93.0,26.3,0.0
Sun Mar  3 19:16:26 2019,93.0,26.3,0.0
Sun Mar  3 19:16:26 2019,93.0,26.3,0.0
Sun Mar  3 19:16:27 2019,93.0,26.3,0.0
Sun Mar  3 19:16:28 2019,93.0,26.3,0.0
Sun Mar  3 19:16:31 2019,93.0,26.3,0.0
Sun Mar  3 19:16:31 2019,94.0,26.3,0.0
Sun Mar  3 19:16:32 2019,94.0,26.3,0.0
Sun Mar  3 19:16:33 2019,93.0,26.2,0.0
Sun Mar  3 19:16:33 2019,94.0,26.3,0.0
Sun Mar  3 19:16:34 2019,94.0,26.3,0.0
Sun Mar  3 19:16:34 2019,94.0,26.3,0.0
Sun Mar  3 19:16:35 2019,94.0,26.3,0.0
Sun Mar  3 19:16:35 2019,94.0,26.3,0.0
Sun Mar  3 19:16:36 2019,93.0,26.2,0.0
Sun Mar  3 19:16:37 2019,93.0,26.2,0.0
Sun Mar  3 19:16:40 2019,94.0,26.3,0.0
Sun Mar  3 19:16:40 2019,94.0,26.3,0.0
Sun Mar  3 19:16:41 2019,94.0,26.3,0.0
Sun Mar  3 19:16:42 2019,94.0,26.3,0.0
Sun Mar  3 19:16:42 2019,94.0,26.3,0.0
Sun Mar  3 19:16:43 2019,94.0,26.3,0.0
Sun Mar  3 19:16:43 2019,94.0,26.3,0.0
Sun Mar  3 19:16:49 2019,94.0,26.3,0.0
Sun Mar  3 19:16:50 2019,94.0,26.3,0.0
Sun Mar  3 19:16:50 2019,94.0,26.3,0.0
Sun Mar  3 19:16:51 2019,94.0,26.3,0.0
Sun Mar  3 19:16:51 2019,94.0,26.3,0.0
Sun Mar  3 19:16:52 2019,94.0,26.3,0.0
Sun Mar  3 19:16:53 2019,94.0,26.3,0.0
Sun Mar  3 19:16:53 2019,94.0,26.3,0.0
Sun Mar  3 19:16:54 2019,94.0,26.3,0.0
Sun Mar  3 19:16:54 2019,94.0,26.3,0.0
Sun Mar  3 19:16:55 2019,94.0,26.3,0.0
Sun Mar  3 19:16:56 2019,94.0,26.3,0.0
Sun Mar  3 19:16:56 2019,94.0,26.3,0.0
Sun Mar  3 19:16:57 2019,94.0,26.3,0.0
Sun Mar  3 19:17:00 2019,94.0,26.3,0.0
Sun Mar  3 19:17:01 2019,94.0,26.3,0.0
Sun Mar  3 19:17:01 2019,94.0,26.3,0.0
Sun Mar  3 19:17:02 2019,94.0,26.2,0.0
Sun Mar  3 19:17:02 2019,94.0,26.3,0.0
Sun Mar  3 19:17:03 2019,94.0,26.3,0.0
Sun Mar  3 19:17:04 2019,94.0,26.3,0.0
Sun Mar  3 19:17:04 2019,94.0,26.3,0.0
Sun Mar  3 19:17:05 2019,94.0,26.3,0.0
Sun Mar  3 19:17:05 2019,94.0,26.3,0.0
Sun Mar  3 19:17:06 2019,94.0,26.3,0.0
Sun Mar  3 19:17:07 2019,94.0,26.3,0.0
Sun Mar  3 19:17:07 2019,94.0,26.3,0.0
Sun Mar  3 19:17:08 2019,94.0,26.3,0.0
Sun Mar  3 19:17:08 2019,94.0,26.3,0.0
Sun Mar  3 19:17:09 2019,94.0,26.3,0.0
Sun Mar  3 19:17:09 2019,94.0,26.3,0.0
Sun Mar  3 19:17:13 2019,94.0,26.3,0.0
Sun Mar  3 19:17:13 2019,94.0,26.3,0.0
Sun Mar  3 19:17:14 2019,94.0,26.3,0.0
Sun Mar  3 19:17:14 2019,94.0,26.3,0.0
Sun Mar  3 19:17:15 2019,94.0,26.3,0.0
Sun Mar  3 19:17:16 2019,94.0,26.3,0.0
Sun Mar  3 19:17:16 2019,94.0,26.3,0.0
Sun Mar  3 19:17:17 2019,94.0,26.3,0.0
Sun Mar  3 19:17:17 2019,94.0,26.3,0.0
Sun Mar  3 19:17:18 2019,94.0,26.3,0.0
Sun Mar  3 19:17:19 2019,94.0,26.3,0.0
Sun Mar  3 19:17:19 2019,94.0,26.3,0.0
Sun Mar  3 19:17:20 2019,94.0,26.3,0.0
Sun Mar  3 19:17:20 2019,94.0,26.3,0.0
Sun Mar  3 19:17:21 2019,94.0,26.3,0.0
Sun Mar  3 19:17:22 2019,94.0,26.3,0.0
Sun Mar  3 19:17:22 2019,94.0,26.2,0.0
Sun Mar  3 19:17:23 2019,94.0,26.3,0.0
Sun Mar  3 19:17:23 2019,94.0,26.3,0.0
Sun Mar  3 19:17:24 2019,94.0,26.3,0.0
Sun Mar  3 19:17:24 2019,94.0,26.3,0.0
Sun Mar  3 19:17:25 2019,94.0,26.3,0.0
Sun Mar  3 19:17:26 2019,94.0,26.3,0.0
Sun Mar  3 19:17:29 2019,94.0,26.3,0.0
Sun Mar  3 19:17:29 2019,94.0,26.3,0.0
Sun Mar  3 19:17:30 2019,94.0,26.3,0.0
Sun Mar  3 19:17:33 2019,94.0,26.3,0.0
Sun Mar  3 19:17:34 2019,94.0,26.3,0.0
Sun Mar  3 19:17:34 2019,94.0,26.3,0.0
Sun Mar  3 19:17:35 2019,94.0,26.3,0.0
Sun Mar  3 19:17:35 2019,94.0,26.3,0.0
Sun Mar  3 19:17:39 2019,94.0,26.3,0.0
Sun Mar  3 19:17:39 2019,94.0,26.3,0.0
Sun Mar  3 19:17:40 2019,94.0,26.3,0.0
Sun Mar  3 19:17:40 2019,94.0,26.3,0.0
Sun Mar  3 19:17:41 2019,94.0,26.3,0.0
Sun Mar  3 19:17:42 2019,94.0,26.3,0.0
Sun Mar  3 19:17:42 2019,94.0,26.3,0.0
Sun Mar  3 19:17:43 2019,94.0,26.3,0.0
Sun Mar  3 19:17:43 2019,94.0,26.3,0.0
Sun Mar  3 19:17:47 2019,94.0,26.3,0.0
Sun Mar  3 19:17:47 2019,94.0,26.3,0.0
Sun Mar  3 19:17:48 2019,94.0,26.3,0.0
Sun Mar  3 19:17:48 2019,94.0,26.3,0.0
Sun Mar  3 19:17:49 2019,94.0,26.3,0.0
Sun Mar  3 19:17:50 2019,94.0,26.3,0.0
Sun Mar  3 19:17:50 2019,94.0,26.3,0.0
Sun Mar  3 19:17:51 2019,94.0,26.3,0.0
Sun Mar  3 19:17:54 2019,94.0,26.3,0.0
Sun Mar  3 19:17:54 2019,94.0,26.3,0.0
Sun Mar  3 19:17:55 2019,94.0,26.3,0.0
Sun Mar  3 19:17:58 2019,94.0,26.3,0.0
Sun Mar  3 19:17:59 2019,94.0,26.3,0.0
Sun Mar  3 19:17:59 2019,94.0,26.3,0.0
Sun Mar  3 19:18:00 2019,94.0,26.3,0.0
Sun Mar  3 19:18:01 2019,94.0,26.2,0.0
Sun Mar  3 19:18:01 2019,94.0,26.3,0.0
Sun Mar  3 19:18:02 2019,94.0,26.3,0.0
Sun Mar  3 19:18:05 2019,94.0,26.3,0.0
Sun Mar  3 19:18:06 2019,94.0,26.3,0.0
Sun Mar  3 19:18:06 2019,94.0,26.3,0.0
Sun Mar  3 19:18:07 2019,94.0,26.3,0.0
Sun Mar  3 19:18:08 2019,94.0,26.3,0.0
Sun Mar  3 19:18:08 2019,94.0,26.3,0.0
Sun Mar  3 19:18:09 2019,94.0,26.3,0.0
Sun Mar  3 19:18:09 2019,94.0,26.3,0.0
Sun Mar  3 19:18:10 2019,94.0,26.3,0.0
Sun Mar  3 19:18:11 2019,94.0,26.3,0.0
Sun Mar  3 19:18:11 2019,94.0,26.3,0.0
Sun Mar  3 19:18:12 2019,94.0,26.3,0.0
Sun Mar  3 19:18:12 2019,94.0,26.3,0.0
Sun Mar  3 19:18:13 2019,94.0,26.3,0.0
Sun Mar  3 19:18:14 2019,94.0,26.3,0.0
Sun Mar  3 19:18:14 2019,94.0,26.3,0.0
Sun Mar  3 19:18:15 2019,94.0,26.3,0.0
Sun Mar  3 19:18:15 2019,94.0,26.3,0.0
Sun Mar  3 19:18:16 2019,94.0,26.3,0.0
Sun Mar  3 19:18:17 2019,94.0,26.3,0.0
Sun Mar  3 19:18:17 2019,94.0,26.3,0.0
Sun Mar  3 19:18:18 2019,94.0,26.2,0.0
Sun Mar  3 19:18:18 2019,94.0,26.3,0.0
Sun Mar  3 19:18:22 2019,94.0,26.3,0.0
Sun Mar  3 19:18:22 2019,94.0,26.3,0.0
Sun Mar  3 19:18:23 2019,94.0,26.3,0.0
Sun Mar  3 19:18:23 2019,94.0,26.3,0.0
Sun Mar  3 19:18:24 2019,94.0,26.3,0.0
Sun Mar  3 19:18:25 2019,94.0,26.3,0.0
Sun Mar  3 19:18:25 2019,94.0,26.3,0.0
Sun Mar  3 19:18:31 2019,94.0,26.3,0.0
Sun Mar  3 19:18:31 2019,94.0,26.3,0.0
Sun Mar  3 19:18:32 2019,94.0,26.3,0.0
Sun Mar  3 19:18:33 2019,94.0,26.2,0.0
Sun Mar  3 19:18:33 2019,94.0,26.3,0.0
Sun Mar  3 19:18:34 2019,94.0,26.3,0.0
Sun Mar  3 19:18:34 2019,94.0,26.3,0.0
Sun Mar  3 19:18:35 2019,94.0,26.3,0.0
Sun Mar  3 19:18:36 2019,94.0,26.3,0.0
Sun Mar  3 19:18:36 2019,94.0,26.3,0.0
Sun Mar  3 19:18:37 2019,94.0,26.3,0.0
Sun Mar  3 19:18:37 2019,94.0,26.3,0.0
Sun Mar  3 19:18:38 2019,94.0,26.3,0.0
Sun Mar  3 19:18:39 2019,94.0,26.3,0.0
Sun Mar  3 19:18:39 2019,94.0,26.3,0.0
Sun Mar  3 19:18:42 2019,94.0,26.2,0.0
Sun Mar  3 19:18:43 2019,94.0,26.3,0.0
Sun Mar  3 19:18:43 2019,94.0,26.3,0.0
Sun Mar  3 19:18:44 2019,94.0,26.3,0.0
Sun Mar  3 19:18:45 2019,94.0,26.3,0.0
Sun Mar  3 19:18:45 2019,94.0,26.3,0.0
Sun Mar  3 19:18:46 2019,94.0,26.3,0.0
Sun Mar  3 19:18:46 2019,94.0,26.3,0.0
Sun Mar  3 19:18:47 2019,94.0,26.3,0.0
Sun Mar  3 19:18:48 2019,94.0,26.3,0.0
Sun Mar  3 19:18:51 2019,94.0,26.3,0.0
Sun Mar  3 19:18:51 2019,94.0,26.3,0.0
Sun Mar  3 19:18:52 2019,94.0,26.3,0.0
Sun Mar  3 19:18:53 2019,94.0,26.3,0.0
Sun Mar  3 19:18:53 2019,94.0,26.3,0.0
Sun Mar  3 19:18:54 2019,94.0,26.3,0.0
Sun Mar  3 19:18:54 2019,94.0,26.3,0.0
Sun Mar  3 19:18:55 2019,94.0,26.3,0.0
Sun Mar  3 19:18:56 2019,94.0,26.3,0.0
Sun Mar  3 19:18:59 2019,94.0,26.3,0.0
Sun Mar  3 19:18:59 2019,94.0,26.3,0.0
Sun Mar  3 19:19:00 2019,94.0,26.3,0.0
Sun Mar  3 19:19:03 2019,94.0,26.3,0.0
Sun Mar  3 19:19:04 2019,94.0,26.3,0.0
Sun Mar  3 19:19:04 2019,94.0,26.3,0.0
Sun Mar  3 19:19:05 2019,94.0,26.3,0.0
Sun Mar  3 19:19:05 2019,94.0,26.3,0.0
Sun Mar  3 19:19:09 2019,94.0,26.3,0.0
Sun Mar  3 19:19:09 2019,94.0,26.3,0.0
Sun Mar  3 19:19:10 2019,94.0,26.3,0.0
Sun Mar  3 19:19:10 2019,94.0,26.3,0.0
Sun Mar  3 19:19:11 2019,94.0,26.3,0.0
Sun Mar  3 19:19:12 2019,94.0,26.3,0.0
Sun Mar  3 19:19:12 2019,94.0,26.3,0.0
Sun Mar  3 19:19:13 2019,94.0,26.2,0.0
Sun Mar  3 19:19:13 2019,94.0,26.3,0.0
Sun Mar  3 19:19:16 2019,94.0,26.3,0.0
Sun Mar  3 19:19:17 2019,94.0,26.3,0.0
Sun Mar  3 19:19:18 2019,94.0,26.3,0.0
Sun Mar  3 19:19:18 2019,94.0,26.3,0.0
Sun Mar  3 19:19:19 2019,94.0,26.3,0.0
Sun Mar  3 19:19:22 2019,94.0,26.2,0.0
Sun Mar  3 19:19:23 2019,94.0,26.3,0.0
Sun Mar  3 19:19:23 2019,94.0,26.2,0.0
Sun Mar  3 19:19:24 2019,94.0,26.3,0.0
Sun Mar  3 19:19:24 2019,94.0,26.3,0.0
Sun Mar  3 19:19:25 2019,94.0,26.3,0.0
Sun Mar  3 19:19:25 2019,93.0,26.2,0.0
Sun Mar  3 19:19:26 2019,94.0,26.3,0.0
Sun Mar  3 19:19:27 2019,94.0,26.3,0.0
Sun Mar  3 19:19:27 2019,93.0,26.2,0.0
Sun Mar  3 19:19:28 2019,94.0,26.3,0.0
Sun Mar  3 19:19:28 2019,94.0,26.3,0.0
Sun Mar  3 19:19:29 2019,94.0,26.3,0.0
Sun Mar  3 19:19:32 2019,94.0,26.3,0.0
Sun Mar  3 19:19:33 2019,93.0,26.2,0.0
Sun Mar  3 19:19:33 2019,94.0,26.3,0.0
Sun Mar  3 19:19:34 2019,94.0,26.3,0.0
Sun Mar  3 19:19:37 2019,94.0,26.3,0.0
Sun Mar  3 19:19:40 2019,93.0,26.3,0.0
Sun Mar  3 19:19:41 2019,93.0,26.2,0.0
Sun Mar  3 19:19:41 2019,93.0,26.3,0.0
Sun Mar  3 19:19:42 2019,93.0,26.2,0.0
Sun Mar  3 19:19:43 2019,93.0,26.2,0.0
Sun Mar  3 19:19:43 2019,93.0,26.3,0.0
Sun Mar  3 19:19:44 2019,93.0,26.2,0.0
Sun Mar  3 19:19:44 2019,93.0,26.3,0.0
Sun Mar  3 19:19:45 2019,93.0,26.2,0.0
Sun Mar  3 19:19:46 2019,93.0,26.2,0.0
Sun Mar  3 19:19:46 2019,93.0,26.3,0.0
Sun Mar  3 19:19:47 2019,93.0,26.2,0.0
Sun Mar  3 19:19:47 2019,93.0,26.3,0.0
Sun Mar  3 19:19:48 2019,93.0,26.2,0.0
Sun Mar  3 19:19:49 2019,93.0,26.3,0.0
Sun Mar  3 19:19:49 2019,93.0,26.2,0.0
Sun Mar  3 19:19:52 2019,93.0,26.2,0.0
Sun Mar  3 19:19:53 2019,93.0,26.3,0.0
Sun Mar  3 19:19:54 2019,93.0,26.3,0.0
Sun Mar  3 19:19:54 2019,93.0,26.2,0.0
Sun Mar  3 19:19:55 2019,93.0,26.2,0.0
Sun Mar  3 19:19:55 2019,93.0,26.2,0.0
Sun Mar  3 19:19:56 2019,93.0,26.2,0.0
Sun Mar  3 19:19:57 2019,93.0,26.3,0.0
Sun Mar  3 19:19:57 2019,93.0,26.3,0.0
Sun Mar  3 19:19:58 2019,93.0,26.3,0.0
Sun Mar  3 19:19:58 2019,93.0,26.3,0.0
Sun Mar  3 19:19:59 2019,93.0,26.2,0.0
Sun Mar  3 19:20:00 2019,93.0,26.3,0.0
Sun Mar  3 19:20:03 2019,93.0,26.3,0.0
Sun Mar  3 19:20:03 2019,93.0,26.3,0.0
Sun Mar  3 19:20:04 2019,93.0,26.2,0.0
Sun Mar  3 19:20:04 2019,93.0,26.3,0.0
Sun Mar  3 19:20:05 2019,93.0,26.2,0.0
Sun Mar  3 19:20:06 2019,93.0,26.2,0.0
Sun Mar  3 19:20:06 2019,93.0,26.2,0.0
Sun Mar  3 19:20:07 2019,93.0,26.3,0.0
Sun Mar  3 19:20:07 2019,93.0,26.2,0.0
Sun Mar  3 19:20:08 2019,93.0,26.2,0.0
Sun Mar  3 19:20:09 2019,93.0,26.3,0.0
Sun Mar  3 19:20:09 2019,93.0,26.2,0.0
Sun Mar  3 19:20:10 2019,93.0,26.3,0.0
Sun Mar  3 19:20:13 2019,93.0,26.3,0.0
Sun Mar  3 19:20:14 2019,93.0,26.3,0.0
Sun Mar  3 19:20:14 2019,93.0,26.3,0.0
Sun Mar  3 19:20:15 2019,93.0,26.3,0.0
Sun Mar  3 19:20:15 2019,93.0,26.2,0.0
Sun Mar  3 19:20:16 2019,93.0,26.3,0.0
Sun Mar  3 19:20:17 2019,93.0,26.3,0.0
Sun Mar  3 19:20:17 2019,93.0,26.2,0.0
Sun Mar  3 19:20:18 2019,93.0,26.2,0.0
Sun Mar  3 19:20:18 2019,93.0,26.2,0.0
Sun Mar  3 19:20:19 2019,93.0,26.3,0.0
Sun Mar  3 19:20:22 2019,93.0,26.3,0.0
Sun Mar  3 19:20:23 2019,93.0,26.3,0.0
Sun Mar  3 19:20:23 2019,93.0,26.3,0.0
Sun Mar  3 19:20:24 2019,93.0,26.2,0.0
Sun Mar  3 19:20:25 2019,93.0,26.2,0.0
Sun Mar  3 19:20:25 2019,93.0,26.2,0.0
Sun Mar  3 19:20:26 2019,93.0,26.2,0.0
Sun Mar  3 19:20:26 2019,93.0,26.3,0.0
Sun Mar  3 19:20:27 2019,93.0,26.3,0.0
Sun Mar  3 19:20:27 2019,93.0,26.2,0.0
Sun Mar  3 19:20:28 2019,93.0,26.2,0.0
Sun Mar  3 19:20:29 2019,93.0,26.2,0.0
Sun Mar  3 19:20:29 2019,93.0,26.2,0.0
Sun Mar  3 19:20:30 2019,93.0,26.3,0.0
Sun Mar  3 19:20:33 2019,93.0,26.2,0.0
Sun Mar  3 19:20:34 2019,94.0,26.3,0.0
Sun Mar  3 19:20:37 2019,94.0,26.3,0.0
Sun Mar  3 19:20:37 2019,94.0,26.2,0.0
Sun Mar  3 19:20:38 2019,94.0,26.2,0.0
Sun Mar  3 19:20:39 2019,94.0,26.3,0.0
Sun Mar  3 19:20:39 2019,94.0,26.2,0.0
Sun Mar  3 19:20:40 2019,94.0,26.2,0.0
Sun Mar  3 19:20:40 2019,94.0,26.2,0.0
Sun Mar  3 19:20:41 2019,94.0,26.2,0.0
Sun Mar  3 19:20:41 2019,94.0,26.3,0.0
Sun Mar  3 19:20:42 2019,94.0,26.3,0.0
Sun Mar  3 19:20:43 2019,94.0,26.3,0.0
Sun Mar  3 19:20:43 2019,94.0,26.2,0.0
Sun Mar  3 19:20:44 2019,94.0,26.3,0.0
Sun Mar  3 19:20:47 2019,94.0,26.3,0.0
Sun Mar  3 19:20:48 2019,94.0,26.3,0.0
Sun Mar  3 19:20:48 2019,94.0,26.3,0.0
Sun Mar  3 19:20:49 2019,94.0,26.3,0.0
Sun Mar  3 19:20:49 2019,94.0,26.3,0.0
Sun Mar  3 19:20:50 2019,94.0,26.3,0.0
Sun Mar  3 19:20:51 2019,94.0,26.3,0.0
Sun Mar  3 19:20:51 2019,94.0,26.3,0.0
Sun Mar  3 19:20:52 2019,94.0,26.3,0.0
Sun Mar  3 19:20:55 2019,94.0,26.3,0.0
Sun Mar  3 19:20:55 2019,94.0,26.2,0.0
Sun Mar  3 19:20:56 2019,94.0,26.3,0.0
Sun Mar  3 19:20:57 2019,94.0,26.3,0.0
Sun Mar  3 19:20:57 2019,94.0,26.3,0.0
Sun Mar  3 19:20:58 2019,94.0,26.2,0.0
Sun Mar  3 19:20:58 2019,94.0,26.2,0.0
Sun Mar  3 19:20:59 2019,94.0,26.3,0.0
Sun Mar  3 19:21:00 2019,94.0,26.3,0.0
Sun Mar  3 19:21:00 2019,94.0,26.3,0.0
Sun Mar  3 19:21:01 2019,94.0,26.3,0.0
Sun Mar  3 19:21:01 2019,94.0,26.2,0.0
Sun Mar  3 19:21:02 2019,94.0,26.2,0.0
Sun Mar  3 19:21:03 2019,94.0,26.2,0.0
Sun Mar  3 19:21:03 2019,94.0,26.3,0.0
Sun Mar  3 19:21:04 2019,94.0,26.3,0.0
Sun Mar  3 19:21:04 2019,94.0,26.2,0.0
Sun Mar  3 19:21:05 2019,94.0,26.3,0.0
Sun Mar  3 19:21:06 2019,94.0,26.3,0.0
Sun Mar  3 19:21:06 2019,94.0,26.3,0.0
Sun Mar  3 19:21:07 2019,94.0,26.3,0.0
Sun Mar  3 19:21:07 2019,94.0,26.2,0.0
Sun Mar  3 19:21:08 2019,94.0,26.3,0.0
Sun Mar  3 19:21:11 2019,94.0,26.2,0.0
Sun Mar  3 19:21:12 2019,94.0,26.3,0.0
Sun Mar  3 19:21:12 2019,94.0,26.3,0.0
Sun Mar  3 19:21:13 2019,94.0,26.3,0.0
Sun Mar  3 19:21:13 2019,94.0,26.3,0.0
Sun Mar  3 19:21:14 2019,94.0,26.3,0.0
Sun Mar  3 19:21:15 2019,94.0,26.2,0.0
Sun Mar  3 19:21:15 2019,94.0,26.3,0.0
Sun Mar  3 19:21:16 2019,94.0,26.3,0.0
Sun Mar  3 19:21:16 2019,94.0,26.3,0.0
Sun Mar  3 19:21:17 2019,94.0,26.3,0.0
Sun Mar  3 19:21:18 2019,94.0,26.3,0.0
Sun Mar  3 19:21:18 2019,94.0,26.2,0.0
Sun Mar  3 19:21:19 2019,94.0,26.3,0.0
Sun Mar  3 19:21:19 2019,94.0,26.3,0.0
Sun Mar  3 19:21:20 2019,94.0,26.3,0.0
Sun Mar  3 19:21:21 2019,94.0,26.3,0.0
Sun Mar  3 19:21:21 2019,94.0,26.2,0.0
Sun Mar  3 19:21:22 2019,94.0,26.3,0.0
Sun Mar  3 19:21:22 2019,94.0,26.3,0.0
Sun Mar  3 19:21:23 2019,94.0,26.3,0.0
Sun Mar  3 19:21:24 2019,94.0,26.3,0.0
Sun Mar  3 19:21:24 2019,94.0,26.3,0.0
Sun Mar  3 19:21:25 2019,94.0,26.3,0.0
Sun Mar  3 19:21:25 2019,94.0,26.3,0.0
Sun Mar  3 19:21:26 2019,94.0,26.3,0.0
Sun Mar  3 19:21:27 2019,94.0,26.3,0.0
Sun Mar  3 19:21:27 2019,94.0,26.3,0.0
Sun Mar  3 19:21:28 2019,94.0,26.3,0.0
Sun Mar  3 19:21:28 2019,94.0,26.3,0.0
Sun Mar  3 19:21:29 2019,94.0,26.3,0.0
Sun Mar  3 19:21:30 2019,94.0,26.3,0.0
Sun Mar  3 19:21:30 2019,94.0,26.3,0.0
Sun Mar  3 19:21:31 2019,94.0,26.3,0.0
Sun Mar  3 19:21:31 2019,94.0,26.3,0.0
Sun Mar  3 19:21:32 2019,94.0,26.3,0.0
Sun Mar  3 19:21:33 2019,94.0,26.3,0.0
Sun Mar  3 19:21:33 2019,94.0,26.3,0.0
Sun Mar  3 19:21:34 2019,94.0,26.3,0.0
Sun Mar  3 19:21:37 2019,94.0,26.3,0.0
Sun Mar  3 19:21:40 2019,94.0,26.3,0.0
Sun Mar  3 19:21:41 2019,94.0,26.3,0.0
Sun Mar  3 19:21:41 2019,94.0,26.3,0.0
Sun Mar  3 19:21:42 2019,94.0,26.2,0.0
Sun Mar  3 19:21:42 2019,94.0,26.3,0.0
Sun Mar  3 19:21:43 2019,94.0,26.3,0.0
Sun Mar  3 19:21:44 2019,94.0,26.3,0.0
Sun Mar  3 19:21:44 2019,94.0,26.3,0.0
Sun Mar  3 19:21:45 2019,94.0,26.3,0.0
Sun Mar  3 19:21:45 2019,94.0,26.3,0.0
Sun Mar  3 19:21:46 2019,94.0,26.3,0.0
Sun Mar  3 19:21:47 2019,94.0,26.3,0.0
Sun Mar  3 19:21:47 2019,94.0,26.3,0.0
Sun Mar  3 19:21:48 2019,94.0,26.3,0.0
Sun Mar  3 19:21:48 2019,94.0,26.3,0.0
Sun Mar  3 19:21:49 2019,94.0,26.3,0.0
Sun Mar  3 19:21:50 2019,94.0,26.3,0.0
Sun Mar  3 19:21:50 2019,94.0,26.3,0.0
Sun Mar  3 19:21:51 2019,94.0,26.3,0.0
Sun Mar  3 19:21:51 2019,94.0,26.3,0.0
Sun Mar  3 19:21:52 2019,94.0,26.3,0.0
Sun Mar  3 19:21:53 2019,94.0,26.3,0.0
Sun Mar  3 19:21:53 2019,94.0,26.3,0.0
Sun Mar  3 19:21:54 2019,94.0,26.3,0.0
Sun Mar  3 19:21:54 2019,94.0,26.3,0.0
Sun Mar  3 19:21:55 2019,94.0,26.3,0.0
Sun Mar  3 19:21:55 2019,94.0,26.3,0.0
Sun Mar  3 19:21:56 2019,94.0,26.3,0.0
Sun Mar  3 19:21:57 2019,94.0,26.2,0.0
Sun Mar  3 19:21:57 2019,94.0,26.3,0.0
Sun Mar  3 19:21:58 2019,94.0,26.3,0.0
Sun Mar  3 19:21:59 2019,94.0,26.3,0.0
Sun Mar  3 19:21:59 2019,94.0,26.3,0.0
Sun Mar  3 19:22:00 2019,94.0,26.2,0.0
Sun Mar  3 19:22:00 2019,94.0,26.3,0.0
Sun Mar  3 19:22:01 2019,94.0,26.3,0.0
Sun Mar  3 19:22:01 2019,94.0,26.3,0.0
Sun Mar  3 19:22:02 2019,94.0,26.3,0.0
Sun Mar  3 19:22:03 2019,94.0,26.3,0.0
Sun Mar  3 19:22:03 2019,94.0,26.3,0.0
Sun Mar  3 19:22:04 2019,94.0,26.3,0.0
Sun Mar  3 19:22:05 2019,94.0,26.2,0.0
Sun Mar  3 19:22:05 2019,94.0,26.3,0.0
Sun Mar  3 19:22:06 2019,94.0,26.3,0.0
Sun Mar  3 19:22:06 2019,94.0,26.3,0.0
Sun Mar  3 19:22:07 2019,94.0,26.2,0.0
Sun Mar  3 19:22:07 2019,94.0,26.3,0.0
Sun Mar  3 19:22:08 2019,94.0,26.3,0.0
Sun Mar  3 19:22:09 2019,94.0,26.3,0.0
Sun Mar  3 19:22:09 2019,94.0,26.3,0.0
